Case-Acc #,Band No. ,Species,Scientific Name,Order,Family,Capture Status,Age,Sex,Location,Region,Date Collected,Season,Year,Sample 1,Result,Ct,PCR Date,Final HA Result,MA PCR of Egg Fluid
CDX16-4179,351281,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/15/2015,,
CDX16-4180,351282,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4181,351283,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4182,351284,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4183,351285,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4184,351286,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4185,351287,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4186,351288,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4187,351289,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4188,351290,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4189,351291,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4190,351292,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4191,351293,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4192,351294,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4193,351295,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4194,351296,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4195,351297,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4196,351298,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4197,351299,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4198,351300,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4199,272862,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4200,342036,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4201,272863,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4202,342037,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4203,342038,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4204,342039,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4205,342040,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4206,342041,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4207,342042,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4208,342043,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4209,342044,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4210,342045,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4211,337460,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4212,272864,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4213,272865,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4214,4416304,Iceland Gull,Larus glaucoides,Charadriiformes,Laridae,N,2CY,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4215,272866,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4216,272867,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4217,272868,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/28/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4218,351301,Eurasian Wigeon,Anas penelope,Anseriformes,Anatidae,N,2CY,M,Seltjarnarnes,Southwest,5/31/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4219,272869,Common Eider,Somateria mollissima,Anseriformes,Anatidae,N,2CY+,M,Seltjarnarnes,Southwest,5/31/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4220,272870,Common Eider,Somateria mollissima,Anseriformes,Anatidae,N,2CY+,F,Seltjarnarnes,Southwest,5/31/2015,Spring,2015,Oral/Cloacal Combined Swab,N,No Ct,10/16/2015,,
CDX16-4601,-,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,2CY,U,Sandgerdi,Southwest,5/4/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4602,8108362,Common Ringed Plover,Charadrius hiaticula,Charadriiformes,Charadriidae,N,U,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4603,781526,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,3CY+,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4604,781527,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4605,781528,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4606,781529,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4607,781530,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,U,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4608,781531,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,3CY+,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4609,781532,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,3CY+,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4610,781533,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,3CY+,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4611,781534,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,3CY+,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4612,781535,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,3CY+,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4613,781536,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,3CY+,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4614,781537,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,3CY+,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4615,781538,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,3CY+,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4616,781539,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,3CY+,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4617,781540,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,3CY+,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4618,781541,Ruddy Turnstone,Arenaria interpres,Charadriiformes,Scolopacidae,N,3CY+,U,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4619,8108363,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,3CY+,F,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4620,8108364,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4621,8108365,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4622,NT91922,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,M,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4623,8108366,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,M,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4624,8108367,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4625,8108368,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4626,8108369,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Garður,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4627,-,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4628,8108370,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4629,8108371,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,M,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4630,8108372,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4631,8108373,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,M,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4632,8108374,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,M,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4633,8108375,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4634,8108376,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4635,8108377,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4636,8108378,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4637,8108379,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4638,8108380,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,M,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4639,8108381,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4640,8108382,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4641,8108383,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,3CY+,M,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4642,8108384,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4643,8108385,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4644,8108386,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4645,8108387,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4646,8108388,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4647,8108389,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4648,8108390,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4649,8108391,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4650,8108392,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4651,8108393,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4652,8108394,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4653,8108395,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4654,8108396,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,M,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4655,8108397,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4656,8108398,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4657,8108399,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4658,8108400,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4659,8109401,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4660,8109402,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4661,8109403,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4662,8109404,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4663,8109405,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4664,8109406,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4665,8109407,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,M,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4666,8109408,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4667,8109409,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,M,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4668,8109410,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4669,8109411,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4670,8109412,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4671,897129,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4672,8109413,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4673,8109414,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4674,8109415,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4675,8109416,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4676,8109417,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4677,8109418,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4679,8109419,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4680,8109420,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4681,8109421,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,M,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4682,8109422,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4683,8109423,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4684,8109424,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,N,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4678,897148,Sanderling,Calidris alba,Charadriiformes,Scolopacidae,R,U,F,Sandgerdi,Southwest,5/17/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4685,585608,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
CDX16-4686,351337,Lesser Black-backed Gull,Larus fuscus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,5/18/2016,Spring,2016,Oral/Cloacal Combined Swab,N,No Ct,7/26/2016,,
