Case-Acc #,Band No. ,Species,Scientific Name,Order,Family,Capture Status,Age,Sex,Location,Region,Date Collected,Season,Year,Sample 1,Result,Ct,PCR Date,Final HA Result,MA PCR of Egg Fluid
CDX16-1036,-,Greylag Goose,Anser anser,Anseriformes,Anatidae,N,1CY,U,Mid-South,South,10/14/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1037,-,Greylag Goose,Anser anser,Anseriformes,Anatidae,N,1CY,U,Mid-South,South,10/14/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1038,-,Greylag Goose,Anser anser,Anseriformes,Anatidae,N,2CY+,U,Mid-South,South,10/14/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1039,-,Greylag Goose,Anser anser,Anseriformes,Anatidae,N,2CY+,U,Mid-South,South,10/14/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1040,-,Greylag Goose,Anser anser,Anseriformes,Anatidae,N,2CY+,U,Mid-South,South,10/14/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1108,341978,Glaucous Gull X Herring Gull hybrid,Larus hyperboreus x L. argentatus,Charadriiformes,Laridae,N,3CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,P,22.4,1/11/2012,P,15.73
CDX16-1110,271511,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,P,23.76,1/11/2012,P,14.98
CDX16-1113,271512,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,2CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,P,37.65,1/11/2012,P,15.84
CDX16-1124,341985,Iceland Gull,Larus glaucoides,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,P,37.85,1/11/2012,P,16.2
CDX16-1109,271510,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,2CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,P,36.01,1/11/2012,N,
CDX16-1111,341979,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,2CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,P,36.38,1/11/2012,N,
CDX16-1112,341980,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,3CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,P,37.65,1/11/2012,N,
CDX16-1130,271520,Great Black-backed Gull,Larus marinus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,P,37.74,1/11/2012,N,
CDX16-1122,271517,Glaucous Gull,Larus hyperboreus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,P,38.47,1/11/2012,N,
CDX16-1056,585753,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,P,38.95,1/10/2012,N,
CDX16-1114,341981,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,3CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,P,39.37,1/11/2012,N,
CDX16-1136,341993,Herring Gull,Larus argentatus,Charadriiformes,Laridae,N,4CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,P,40.5,1/11/2012,N,
CDX16-1121,271516,Glaucous Gull X Herring Gull hybrid,Larus hyperboreus x L. argentatus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,P,43.88,1/11/2012,N,
CDX16-1041,583594,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1042,583595,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1043,583596,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1044,583597,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1045,583598,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1046,583599,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1047,583600,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1048,585595,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1049,585596,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1050,585597,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1051,585598,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1052,585599,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1053,585600,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1054,585751,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1055,585752,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1057,585754,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1058,585755,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1059,585756,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1060,585757,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1061,585758,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1062,585759,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1063,585760,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY+,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1064,585761,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1065,585762,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,1CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1066,585763,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
CDX16-1067,585764,Black-headed Gull,Chroicocephalus ridibundus,Charadriiformes,Laridae,N,2CY,U,Sandgerdi,Southwest,10/16/2011,Autumn,2011,Cloacal Swab,N,No Ct,1/10/2012,N,
