"County","State","Outbreak Date","Flock Type","Flock Size"
"El Dorado","California","01-19-2023","WOAH Non-Poultry","20"
"Snohomish","Washington","01-19-2023","WOAH Non-Poultry","20"
"Rockingham","Virginia","01-19-2023","Commercial Turkey Meat Bird","25300"
"Merced","California","01-18-2024","Commercial Table Egg Pullets","285600"
"Licking","Ohio","01-18-2023","WOAH Non-Poultry","30"
"Lampasas","Texas","01-18-2023","WOAH Poultry","70"
"Suffolk","New York","01-17-2025","Commercial Duck Meat Bird","101000"
"Darke","Ohio","01-17-2025","Commercial Table Egg Layer","103200"
"Jay","Indiana","01-17-2025","Commercial Turkey Meat Bird","18800"
"Darke","Ohio","01-17-2025","Commercial Table Egg Pullets","200000"
"Elbert","Georgia","01-17-2025","Commercial Broiler Breeder","45500"
"Horry","South Carolina","01-17-2024","WOAH Non-Poultry","190"
"Mitchell","Kansas","01-17-2023","Commercial Upland Gamebird Producer","6900"
"Dakota","Minnesota","01-16-2025","Commercial Turkey Meat Bird","79900"
"Riverside","California","01-16-2025","Commercial Table Egg Pullets","208200"
"Jay","Indiana","01-16-2025","Commercial Table Egg Layer","353300"
"Wayne","Michigan","01-16-2025","WOAH Non-Poultry","120"
"Queen Anne's","Maryland","01-16-2025","Commercial Broiler Production","146900"
"Greene","Tennessee","01-16-2025","WOAH Non-Poultry","30"
"Mercer","Ohio","01-16-2025","Commercial Table Egg Layer","1432000"
"Spink","South Dakota","01-16-2024","Commercial Raised for Release Upland Game Bird","1900"
"Cascade","Montana","01-16-2024","WOAH Non-Poultry","50"
"Barnstable","Massachusetts","01-16-2024","WOAH Non-Poultry","150"
"Mitchell","Kansas","01-16-2024","WOAH Poultry","220"
"Darke","Ohio","01-15-2025","Commercial Turkey Meat Bird","5300"
"Owyhee","Idaho","01-15-2025","WOAH Non-Poultry","30"
"Darke","Ohio","01-15-2025","Commercial Turkey Meat Bird","15800"
"Mercer","Ohio","01-15-2025","Commercial Turkey Meat Bird","10400"
"Darke","Ohio","01-15-2025","Commercial Turkey Meat Bird","5300"
"New London","Connecticut","01-15-2025","WOAH Non-Poultry","20"
"Newton","Missouri","01-14-2025","Commercial Table Egg Layer","1585100"
"Mercer","Ohio","01-14-2025","Commercial Turkey Meat Bird","4500"
"Caroline","Maryland","01-14-2025","Commercial Broiler Production","228300"
"Darke","Ohio","01-14-2025","Commercial Turkey Meat Bird","9900"
"Orange","Florida","01-14-2025","Live Bird Market","1300"
"Hillsborough","Florida","01-14-2025","Live Bird Market","280"
"Phillips","Kansas","01-13-2025","WOAH Non-Poultry","60"
"Culebra","Puerto Rico","01-13-2025","WOAH Poultry","380"
"Tehama","California","01-12-2023","WOAH Poultry","23700"
"Mitchell","Kansas","01-11-2024","Commercial Raised for Release Upland Game Bird","1400"
"Douglas","Oregon","01-11-2023","WOAH Non-Poultry","1"
"Gregory","South Dakota","01-10-2025","WOAH Non-Poultry","90"
"Mitchell","Kansas","01-10-2024","Commercial Upland Gamebird Producer","32000"
"Sherburne","Minnesota","01-10-2024","WOAH Non-Poultry","10"
"Mitchell","Kansas","01-10-2024","Commercial Upland Gamebird Producer","3700"
"York","Maine","01-10-2024","WOAH Non-Poultry","60"
"Cascade","Montana","01-10-2023","WOAH Non-Poultry","10"
"Clayton","Georgia","01-09-2025","WOAH Non-Poultry","10"
"Darke","Ohio","01-09-2025","Commercial Turkey Meat Bird","21100"
"Union","Oregon","01-09-2025","WOAH Poultry","380"
"Brazoria","Texas","01-09-2025","WOAH Non-Poultry","90"
"Oakland","Michigan","01-09-2025","WOAH Non-Poultry","100"
"Canyon","Idaho","01-09-2025","WOAH Non-Poultry","50"
"Kent","Delaware","01-09-2025","Commercial Broiler Production","194800"
"Burnet","Texas","01-09-2025","WOAH Non-Poultry","10"
"Scotts Bluff","Nebraska","01-09-2023","WOAH Non-Poultry","7"
"Sonoma","California","01-09-2023","WOAH Non-Poultry","6"
"Sonoma","California","01-09-2023","WOAH Non-Poultry","20"
"San Joaquin","California","01-09-2023","WOAH Non-Poultry","10"
"Perry","Missouri","01-08-2025","WOAH Non-Poultry","20"
"Darke","Ohio","01-08-2025","Commercial Table Egg Layer","245300"
"Merced","California","01-08-2024","WOAH Non-Poultry","30"
"Arapahoe","Colorado","01-08-2024","WOAH Non-Poultry","20"
"Sacramento","California","01-08-2024","WOAH Non-Poultry","30"
"Hanson","South Dakota","01-07-2025","WOAH Non-Poultry","50"
"Hyde","North Carolina","01-07-2025","Commercial Table Egg Layer","3314900"
"Jay","Indiana","01-07-2025","Commercial Turkey Meat Bird","20300"
"Palm Beach","Florida","01-07-2025","WOAH Non-Poultry","4"
"Clinton","Iowa","01-07-2025","WOAH Non-Poultry","40"
"Olmsted","Minnesota","01-06-2025","WOAH Non-Poultry","120"
"Weld","Colorado","01-06-2023","WOAH Non-Poultry","40"
"Thurston","Washington","01-06-2023","WOAH Non-Poultry","120"
"Washburn","Wisconsin","01-05-2024","Commercial Turkey Meat Bird","41000"
"Codington","South Dakota","01-05-2023","WOAH Poultry","140"
"Kent","Delaware","01-04-2025","Commercial Broiler Production","125000"
"Ottawa","Michigan","01-04-2025","Commercial Turkey Meat Bird","47000"
"Ottawa","Michigan","01-04-2025","Commercial Turkey Meat Bird","55200"
"Rice","Kansas","01-04-2024","Commercial Table Egg Pullets","240000"
"Anderson","Kansas","01-04-2023","Commercial Upland Gamebird Producer","8900"
"Johnson","Missouri","01-04-2023","WOAH Non-Poultry","30"
"Josephine","Oregon","01-04-2023","WOAH Non-Poultry","30"
"Pocahontas","West Virginia","01-03-2025","WOAH Poultry","9"
"Canyon","Idaho","01-03-2025","WOAH Non-Poultry","20"
"Stanislaus","California","01-03-2025","Commercial Broiler Production","236100"
"Canyon","Idaho","01-03-2025","WOAH Non-Poultry","20"
"Canyon","Idaho","01-03-2025","WOAH Non-Poultry","70"
"Butte","California","01-03-2025","Commercial Raised for Release Upland Game Bird","38700"
"Canyon","Idaho","01-03-2025","WOAH Non-Poultry","20"
"Sharp","Arkansas","01-03-2025","WOAH Non-Poultry","20"
"Merced","California","01-03-2024","Commercial Table Egg Layer","764300"
"Merced","California","01-03-2024","Commercial Broiler Production","534800"
"Sonoma","California","01-03-2024","Commercial Broiler Production","77900"
"Stanislaus","California","01-02-2025","Commercial Table Egg Layer","75200"
